City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
366,mangit,40.5971,70.9607,16.65,59,54,1.22,UZ,1681339907
367,tigil,57.8,158.6667,-9.6,86,46,2.09,RU,1681339908
368,cabo san lucas,22.8909,-109.9124,28.12,46,84,7.55,MX,1681339749
369,barentu,15.1139,37.5928,22.98,72,67,2.97,ER,1681339909
370,chimoio,-19.1164,33.4833,16.61,97,33,0.63,MZ,1681339910
371,altay,47.8667,88.1167,-4.88,61,8,3.0,CN,1681339910
372,port lincoln,-34.7333,135.8667,15.17,70,9,1.84,AU,1681339911
373,tabas,33.5959,56.9244,24.62,18,49,4.3,IR,1681339912
374,severo-kurilsk,50.6789,156.125,-0.1,94,100,14.52,RU,1681339913
375,olafsvik,64.8945,-23.7142,3.41,74,100,3.36,IS,1681339913
376,laguna,38.421,-121.4238,19.16,48,20,3.6,US,1681339914
377,mogzon,51.7435,111.9606,-2.97,88,95,1.45,RU,1681339915
378,north bend,43.4065,-124.2243,11.8,70,75,4.12,US,1681339915
379,maceio,-9.6658,-35.7353,27.69,78,20,2.57,BR,1681339911
380,talitsy,56.5289,42.3344,7.6,63,96,1.21,RU,1681339917
381,port hardy,50.6996,-127.4199,8.1,71,75,4.63,CA,1681339917
382,sao joao da barra,-21.6403,-41.0511,24.05,81,100,5.06,BR,1681339918
383,vila velha,-20.3297,-40.2925,24.97,87,20,0.51,BR,1681339919
384,rocha,-34.4833,-54.3333,15.91,73,100,6.07,UY,1681339919
385,haines junction,60.7522,-137.5108,1.97,44,100,3.09,CA,1681339920
386,helong,42.5397,128.9972,9.27,28,40,5.99,CN,1681339921
387,nantucket,41.2835,-70.0995,21.08,51,0,4.63,US,1681339921
388,sibolga,1.7427,98.7792,24.81,88,100,1.21,ID,1681339922
389,namatanai,-3.6667,152.4333,25.83,86,100,4.46,PG,1681339923
390,kruisfontein,-34.0033,24.7314,13.27,50,100,2.92,ZA,1681339923
391,te anau,-45.4167,167.7167,11.46,92,99,1.8,NZ,1681339812
392,dali,25.7,100.1833,10.61,51,25,2.2,CN,1681339925
393,cumberland,35.0502,-78.8664,27.28,21,0,4.12,US,1681339925
394,kurilsk,45.2333,147.8833,3.64,56,80,3.24,RU,1681339926
395,inirida,3.8653,-67.9239,23.29,96,100,0.46,CO,1681339927
396,carballo,43.213,-8.691,8.83,87,23,1.66,ES,1681339927
397,ulladulla,-35.35,150.4667,16.4,79,98,6.06,AU,1681339928
398,puerto baquerizo moreno,-0.9,-89.6,29.55,74,75,3.09,EC,1681339929
399,kodinar,20.7903,70.7031,27.13,46,80,3.83,IN,1681339930
400,klyuchi,52.2667,79.1667,3.17,49,100,6.29,RU,1681339930
401,pacific grove,36.6177,-121.9166,16.6,68,40,7.72,US,1681339695
402,kualakapuas,-3.0091,114.3876,23.96,96,61,0.71,ID,1681339932
403,skibbereen,51.55,-9.2667,7.84,66,11,7.32,IE,1681339932
404,ambilobe,-13.2,49.05,24.07,88,88,0.74,MG,1681339933
405,morondava,-20.2833,44.2833,25.71,80,100,3.03,MG,1681339934
406,sarkand,45.41,79.9186,5.45,43,3,3.34,KZ,1681339935
407,ternate,0.8,127.4,27.5,81,92,2.41,ID,1681339937
408,riyadh,24.6877,46.7219,20.08,65,100,4.79,SA,1681339802
409,roma,43.2128,-75.4557,24.08,33,0,9.26,US,1681339939
410,comodoro rivadavia,-45.8667,-67.5,7.92,42,0,0.51,AR,1681339939
411,pevek,69.7008,170.3133,-19.44,89,87,1.72,RU,1681339940
412,alamosa,37.4695,-105.87,21.99,13,20,10.29,US,1681339941
413,estrela,-28.0611,-50.9383,17.06,69,29,0.84,BR,1681339942
414,eureka,40.8021,-124.1637,12.64,64,7,4.92,US,1681339942
415,zhigansk,66.7697,123.3711,-17.93,97,99,2.13,RU,1681339943
416,kingman,35.1894,-114.053,28.44,15,0,9.26,US,1681339944
417,richards bay,-28.783,32.0377,20.61,80,100,4.28,ZA,1681339944
418,terre-de-bas,15.8501,-61.6442,25.88,74,23,5.94,GP,1681339945
419,dudinka,69.4058,86.1778,-24.51,98,100,3.56,RU,1681339946
420,kumylzhenskaya,49.8809,42.5898,13.32,61,88,7.25,RU,1681339947
421,farafangana,-22.8167,47.8333,22.62,92,98,2.24,MG,1681339948
422,kidal,18.4411,1.4078,29.05,14,97,1.12,ML,1681339949
423,tazovskiy,67.4667,78.7,-18.8,96,99,6.29,RU,1681339950
424,rosport,49.7978,6.5042,6.58,90,65,7.51,LU,1681339951
425,semporna,4.4818,118.6112,26.11,86,44,1.94,MY,1681339952
426,sergeyevka,53.88,67.4158,4.09,64,1,3.51,KZ,1681339952
427,khani,41.9563,42.9566,5.76,99,100,1.71,GE,1681339953
428,bud,39.447,-86.1758,26.97,56,5,3.86,US,1681339954
429,okhotsk,59.3833,143.3,-8.14,89,72,2.59,RU,1681339955
430,corpus christi,27.8006,-97.3964,25.13,72,20,6.17,US,1681339669
431,shenjiamen,29.9576,122.298,13.49,81,31,4.78,CN,1681339956
432,kaitangata,-46.2817,169.8464,11.41,92,100,4.87,NZ,1681339957
433,kaura namoda,12.5898,6.5779,28.54,14,22,4.18,NG,1681339957
434,ucluelet,48.9329,-125.5528,11.72,75,3,1.79,CA,1681339958
435,puerto colombia,10.9878,-74.9547,28.05,85,100,10.38,CO,1681339959
436,constantine,36.365,6.6147,15.67,47,0,1.54,DZ,1681339960
437,poum,-20.2333,164.0167,26.28,76,6,2.63,NC,1681339960
438,umea,63.8284,20.2597,2.96,70,0,3.09,SE,1681339961
439,tonantins,-2.8731,-67.8022,25.73,88,93,0.4,BR,1681339962
440,jining,35.405,116.5814,12.52,56,4,3.52,CN,1681339718
441,plouzane,48.3833,-4.6167,9.03,66,75,9.26,FR,1681339964
442,sarh,9.1429,18.3923,29.95,51,0,1.03,TD,1681339964
443,nanortalik,60.1432,-45.2371,0.41,90,100,0.71,GL,1681339965
444,pandamatenga,-18.5278,25.627,18.55,47,0,0.99,BW,1681339966
445,ostrovnoy,68.0531,39.5131,-9.9,84,100,1.66,RU,1681339967
446,nelson bay,-32.7167,152.15,18.33,96,81,4.47,AU,1681339967
447,saint-pierre,-21.3393,55.4781,24.2,78,0,3.09,RE,1681339968
448,teya,60.3778,92.6267,-2.7,92,100,6.21,RU,1681339969
449,ngunguru,-35.6167,174.5,20.31,71,45,2.69,NZ,1681339969
450,maragogi,-9.0122,-35.2225,25.49,85,89,3.45,BR,1681339970
451,hualmay,-11.0964,-77.6139,24.5,78,91,4.66,PE,1681339972
452,xingcheng,40.6167,120.7167,10.98,64,98,6.92,CN,1681339972
453,jiayuguan,39.8167,98.3,6.81,49,100,2.9,CN,1681339973
454,porto belo,-27.1578,-48.5531,24.53,90,2,3.45,BR,1681339974
455,port macquarie,-31.4333,152.9167,17.12,82,37,5.37,AU,1681339974
456,ferrol,43.4832,-8.2369,10.93,82,25,6.44,ES,1681339905
457,constitucion,-35.3333,-72.4167,12.4,94,72,2.47,CL,1681339976
458,bilma,18.6853,12.9164,23.65,10,52,3.9,NE,1681339977
459,monte patria,-30.6919,-70.9467,22.1,48,58,2.11,CL,1681339978
460,gizo,-8.103,156.8419,26.72,79,96,1.08,SB,1681339978
461,springbok,-29.6643,17.8865,11.7,38,63,1.5,ZA,1681339979
462,puerto narino,-3.7703,-70.3831,24.73,94,64,1.35,CO,1681339980
463,san vicente,-26.6167,-54.1333,20.48,58,1,0.81,AR,1681339981
464,sangin,32.0728,64.8359,23.35,15,1,2.51,AF,1681339981
465,sao jose da coroa grande,-8.8978,-35.1478,25.75,85,83,3.47,BR,1681339934
466,kibala,9.1104,18.3463,29.97,51,0,1.03,TD,1681339983
467,kokopo,-4.352,152.2633,26.05,87,100,5.6,PG,1681339984
468,grindavik,63.8424,-22.4338,2.26,80,0,3.6,IS,1681339985
469,kurumkan,54.3,110.3,-2.07,74,100,1.05,RU,1681339985
470,dubbo,-32.25,148.6167,17.07,72,75,4.63,AU,1681339986
471,taitung,22.7583,121.1444,22.15,83,20,2.57,TW,1681339987
472,yumen,40.2833,97.2,7.16,39,100,7.21,CN,1681339988
473,santa helena de goias,-17.8136,-50.5969,24.31,72,77,0.8,BR,1681339988
474,guerrero negro,27.9769,-114.0611,17.07,66,99,8.62,MX,1681339990
475,katsuura,35.1333,140.3,14.03,58,89,7.02,JP,1681339990
476,hellvik,59.9156,5.781,8.33,76,100,2.17,NO,1681339991
477,pemangkat,1.1667,108.9667,24.43,89,99,0.95,ID,1681339992
478,devils lake,48.1128,-98.8651,6.06,75,0,5.14,US,1681339992
479,jalu,29.0331,21.5482,15.98,35,0,2.19,LY,1681339994
480,arona,28.0996,-16.681,18.28,80,0,9.26,ES,1681339994
481,yuncheng,35.0231,110.9928,16.25,73,99,0.99,CN,1681339996
482,samarai,-10.6167,150.6667,28.54,74,67,1.75,PG,1681339996
483,arrecife,28.963,-13.5477,18.99,72,0,10.29,ES,1681339998
484,half moon bay,37.4636,-122.4286,16.77,58,0,10.29,US,1681339998
485,yar-sale,66.8333,70.8333,-23.37,97,34,5.31,RU,1681339999
486,great yarmouth,52.6083,1.7305,5.28,88,49,7.95,GB,1681340000
487,vao,-22.6667,167.4833,24.98,75,100,0.83,NC,1681340000
488,birao,10.2849,22.7882,28.39,39,75,1.56,CF,1681340001
489,petropavlovsk-kamchatskiy,53.0452,158.6483,0.33,75,75,5.0,RU,1681340002
490,utraula,27.3167,82.4167,25.58,21,1,4.06,IN,1681340003
491,deputatskiy,69.3,139.9,-18.16,83,10,0.62,RU,1681340004
492,boyolangu,-8.1181,111.8935,24.21,94,100,1.2,ID,1681340005
493,bhandara,21.1667,79.65,29.93,24,12,0.84,IN,1681340006
494,chatra,24.2167,84.8667,24.01,21,0,2.66,IN,1681340007
495,new waterford,40.8451,-80.6145,25.14,59,2,4.22,US,1681340008
496,caldwell,43.6629,-116.6874,11.16,34,20,6.69,US,1681340008
497,mangan,27.5167,88.5333,17.97,45,1,3.26,IN,1681340009
498,la ronge,55.1001,-105.2842,9.14,25,40,6.17,CA,1681340010
499,polunochnoye,60.8697,60.4153,-8.22,90,100,5.06,RU,1681340011
500,umm kaddadah,13.6017,26.6876,23.17,18,5,10.0,SD,1681340011
501,acarau,-2.8856,-40.12,28.3,71,93,6.87,BR,1681339871
502,mount isa,-20.7333,139.5,26.87,34,97,5.14,AU,1681340013
503,kloulklubed,7.0419,134.2556,25.28,75,26,4.17,PW,1681340014
504,paamiut,61.994,-49.6678,-0.02,72,11,2.73,GL,1681340015
505,meridian,43.6121,-116.3915,10.7,35,40,6.69,US,1681339851
506,knysna,-34.0363,23.0471,16.29,63,100,1.74,ZA,1681340016
507,bella vista,36.4295,-94.2316,24.6,32,0,3.09,US,1681339995
508,cortez,37.3489,-108.5859,21.42,26,75,4.12,US,1681340018
509,powell river,49.8496,-124.5361,11.8,50,20,5.14,CA,1681339847
510,bitadton,11.4969,122.0851,23.99,78,99,2.77,PH,1681340020
511,sorland,67.667,12.6934,5.92,83,100,7.91,NO,1681340020
512,rosita,13.9268,-84.4032,30.71,45,50,3.37,NI,1681340021
513,vestmannaeyjar,63.4427,-20.2734,5.69,67,99,2.67,IS,1681340022
514,port keats,-14.25,129.55,26.16,88,100,2.58,AU,1681340023
515,dongsheng,39.8161,109.9776,8.74,40,85,7.34,CN,1681340024
516,lazaro cardenas,17.9583,-102.2,28.64,53,55,4.84,MX,1681340024
517,malm,64.0721,11.2172,8.21,86,99,6.61,NO,1681340025
518,puerto padre,21.195,-76.6028,25.1,80,83,3.71,CU,1681340026
519,waingapu,-9.6567,120.2641,26.14,87,66,2.57,ID,1681340027
520,lively,46.4334,-81.1498,17.51,73,13,3.84,CA,1681340027
521,ambulu,-8.345,113.6058,24.77,92,99,1.18,ID,1681340028
522,yining,29.0361,114.5636,20.12,92,23,0.88,CN,1681340029
523,puerto madryn,-42.7692,-65.0385,9.26,49,26,6.0,AR,1681339823
524,saint-augustin,51.226,-58.6502,1.91,93,100,1.67,CA,1681340030
525,sherlovaya gora,50.5667,116.25,-4.31,57,57,0.65,RU,1681340031
526,sete lagoas,-19.4658,-44.2467,21.6,91,100,1.68,BR,1681339504
527,hovd,48.0056,91.6419,-6.3,73,33,1.85,MN,1681340033
528,baker city,44.7749,-117.8344,4.22,60,100,7.2,US,1681340034
529,maumere,-8.6199,122.2111,27.03,83,93,3.13,ID,1681340034
530,chuy,-33.6971,-53.4616,17.27,83,93,4.83,UY,1681339872
531,solnechnyy,50.7214,136.6319,-4.14,90,100,5.68,RU,1681340036
532,meulaboh,4.1363,96.1285,24.8,88,83,1.89,ID,1681340037
533,newala,-10.9431,39.2787,18.61,99,96,1.48,TZ,1681340038
534,hofn,64.2539,-15.2082,3.43,83,36,4.98,IS,1681340038
535,itarema,-2.9248,-39.9167,25.35,82,81,4.24,BR,1681340039
536,bada,51.392,109.8717,-2.12,91,100,2.34,RU,1681340040
537,san pedro,14.35,121.0167,25.2,94,75,2.06,PH,1681340040
538,ios,36.7333,25.2833,15.03,65,2,2.68,GR,1681340042
539,bonavista,48.6499,-53.1147,0.23,91,100,4.82,CA,1681339794
540,bang saphan,11.2126,99.5117,24.13,92,92,2.36,TH,1681340043
541,mlimba,-8.8,35.8167,21.99,97,96,0.49,TZ,1681340044
542,lebrija,36.9208,-6.0753,18.29,63,0,4.63,ES,1681340045
543,kashi,39.4547,75.9797,13.56,33,0,2.0,CN,1681340046
544,tual,-5.6667,132.75,28.49,74,68,3.76,ID,1681340046
545,onalaska,43.8844,-91.2351,31.92,23,0,9.77,US,1681340047
546,talara,-4.5772,-81.2719,28.42,74,75,3.09,PE,1681340048
547,matara,5.9485,80.5353,24.93,90,95,2.86,LK,1681340048
548,stabat,3.761,98.4513,26.11,96,60,1.12,ID,1681340051
549,doka,13.5167,35.7667,30.15,14,58,8.48,SD,1681340052
550,sao filipe,14.8961,-24.4956,22.53,77,36,2.43,CV,1681340053
551,pitimbu,-7.4706,-34.8086,26.33,82,54,5.36,BR,1681340053
552,puerto escondido,15.85,-97.0667,29.86,59,10,2.65,MX,1681340054
553,caravelas,-17.7125,-39.2481,24.2,89,37,2.07,BR,1681340055
554,wagga wagga,-35.1167,147.3667,11.58,72,11,1.28,AU,1681340055
555,oussouye,12.485,-16.5469,26.1,68,92,4.18,SN,1681340056
556,anadyr,64.75,177.4833,-20.72,71,0,5.0,RU,1681340058
557,santa marta,11.2408,-74.199,32.03,69,75,8.05,CO,1681339880
558,lompoc,34.6391,-120.4579,19.27,73,75,11.32,US,1681340059
559,sisophon,13.5859,102.9737,27.37,78,78,2.17,KH,1681340060
560,launceston,-41.45,147.1667,15.08,81,40,6.17,AU,1681339793
561,paita,-5.0892,-81.1144,27.41,74,80,3.7,PE,1681340061
562,lahaina,20.8783,-156.6825,29.0,73,60,5.24,US,1681339838
563,chengde,40.9725,117.9361,10.41,38,25,0.44,CN,1681340062
564,alta floresta,-9.8756,-56.0861,25.9,94,75,0.51,BR,1681340063
